Region,CountryName,Year,Series,Value
2,Africa,2005,Population mid-year estimates (millions),916.1543
2,Africa,2010,Population mid-year estimates (millions),1039.304
2,Africa,2017,Population mid-year estimates (millions),1244.2223
2,Africa,2017,Surface area (thousand km2),30311
2,Africa,2019,Population mid-year estimates (millions),1308.0642
15,Northern Africa,2005,Population mid-year estimates (millions),186.4213
15,Northern Africa,2010,Population mid-year estimates (millions),202.9403
15,Northern Africa,2017,Population mid-year estimates (millions),232.7932
15,Northern Africa,2017,Surface area (thousand km2),7880
15,Northern Africa,2019,Population mid-year estimates (millions),241.7808
202,Sub-Saharan Africa,2005,Population mid-year estimates (millions),729.733
202,Sub-Saharan Africa,2010,Population mid-year estimates (millions),836.3638
202,Sub-Saharan Africa,2017,Population mid-year estimates (millions),1011.4291
202,Sub-Saharan Africa,2017,Surface area (thousand km2),22431
202,Sub-Saharan Africa,2019,Population mid-year estimates (millions),1066.2834
14,Eastern Africa,2005,Population mid-year estimates (millions),295.1854
14,Eastern Africa,2010,Population mid-year estimates (millions),339.3178
14,Eastern Africa,2017,Population mid-year estimates (millions),411.3967
14,Eastern Africa,2017,Surface area (thousand km2),7005
14,Eastern Africa,2019,Population mid-year estimates (millions),433.9049
17,Middle Africa,2005,Population mid-year estimates (millions),112.0083
17,Middle Africa,2010,Population mid-year estimates (millions),131.6221
17,Middle Africa,2017,Population mid-year estimates (millions),164.039
17,Middle Africa,2017,Surface area (thousand km2),6613
17,Middle Africa,2019,Population mid-year estimates (millions),174.3084
18,Southern Africa,2005,Population mid-year estimates (millions),54.6447
18,Southern Africa,2010,Population mid-year estimates (millions),58.3834
18,Southern Africa,2017,Population mid-year estimates (millions),64.8338
18,Southern Africa,2017,Surface area (thousand km2),2675
18,Southern Africa,2019,Population mid-year estimates (millions),66.6299
11,Western Africa,2005,Population mid-year estimates (millions),267.8946
11,Western Africa,2010,Population mid-year estimates (millions),307.0404
11,Western Africa,2017,Population mid-year estimates (millions),371.1595
11,Western Africa,2017,Surface area (thousand km2),6138
11,Western Africa,2019,Population mid-year estimates (millions),391.4402
19,Americas,2005,Population mid-year estimates (millions),884.7882
19,Americas,2010,Population mid-year estimates (millions),934.6398
19,Americas,2017,Population mid-year estimates (millions),998.1754
19,Americas,2017,Surface area (thousand km2),42322
19,Americas,2019,Population mid-year estimates (millions),1014.7219
21,Northern America,2005,Population mid-year estimates (millions),327.2872
21,Northern America,2010,Population mid-year estimates (millions),343.2874
21,Northern America,2017,Population mid-year estimates (millions),361.9423
21,Northern America,2017,Surface area (thousand km2),21776
21,Northern America,2019,Population mid-year estimates (millions),366.601
419,Latin America & the Caribbean,2005,Population mid-year estimates (millions),557.501
419,Latin America & the Caribbean,2010,Population mid-year estimates (millions),591.3524
419,Latin America & the Caribbean,2017,Population mid-year estimates (millions),636.2331
419,Latin America & the Caribbean,2017,Surface area (thousand km2),20546
419,Latin America & the Caribbean,2019,Population mid-year estimates (millions),648.121
29,Caribbean,2005,Population mid-year estimates (millions),39.7458
29,Caribbean,2010,Population mid-year estimates (millions),41.2174
29,Caribbean,2017,Population mid-year estimates (millions),43.0024
29,Caribbean,2017,Surface area (thousand km2),234
29,Caribbean,2019,Population mid-year estimates (millions),43.335
13,Central America,2005,Population mid-year estimates (millions),145.9505
13,Central America,2010,Population mid-year estimates (millions),157.5913
13,Central America,2017,Population mid-year estimates (millions),173.3268
13,Central America,2017,Surface area (thousand km2),2480
13,Central America,2019,Population mid-year estimates (millions),177.5865
5,South America,2005,Population mid-year estimates (millions),371.8047
5,South America,2010,Population mid-year estimates (millions),392.5437
5,South America,2017,Population mid-year estimates (millions),419.9039
5,South America,2017,Surface area (thousand km2),17832
5,South America,2019,Population mid-year estimates (millions),427.1994
142,Asia,2005,Population mid-year estimates (millions),3977.9865
142,Asia,2010,Population mid-year estimates (millions),4209.5937
142,Asia,2017,Population mid-year estimates (millions),4519.04
142,Asia,2017,Surface area (thousand km2),31915
142,Asia,2019,Population mid-year estimates (millions),4601.3712
143,Central Asia,2005,Population mid-year estimates (millions),58.4499
143,Central Asia,2010,Population mid-year estimates (millions),62.8051
143,Central Asia,2017,Population mid-year estimates (millions),70.8675
143,Central Asia,2017,Surface area (thousand km2),4103
143,Central Asia,2019,Population mid-year estimates (millions),73.2121
30,Eastern Asia,2005,Population mid-year estimates (millions),1564.1923
30,Eastern Asia,2010,Population mid-year estimates (millions),1604.8594
30,Eastern Asia,2017,Population mid-year estimates (millions),1659.768
30,Eastern Asia,2017,Surface area (thousand km2),11799
30,Eastern Asia,2019,Population mid-year estimates (millions),1672.6111
62,South-central Asia,2005,Population mid-year estimates (millions),1647.0738
62,South-central Asia,2010,Population mid-year estimates (millions),1775.3605
62,South-central Asia,2017,Population mid-year estimates (millions),1944.1086
62,South-central Asia,2017,Surface area (thousand km2),10791
62,South-central Asia,2019,Population mid-year estimates (millions),1991.4235
35,South-eastern Asia,2005,Population mid-year estimates (millions),561.1561
35,South-eastern Asia,2010,Population mid-year estimates (millions),596.9472
35,South-eastern Asia,2017,Population mid-year estimates (millions),648.4597
35,South-eastern Asia,2017,Surface area (thousand km2),4495
35,South-eastern Asia,2019,Population mid-year estimates (millions),662.0118
34,Southern Asia,2005,Population mid-year estimates (millions),1588.6239
34,Southern Asia,2010,Population mid-year estimates (millions),1712.5555
34,Southern Asia,2017,Population mid-year estimates (millions),1873.2411
34,Southern Asia,2017,Surface area (thousand km2),6688
34,Southern Asia,2019,Population mid-year estimates (millions),1918.2114
145,Western Asia,2005,Population mid-year estimates (millions),205.5643
145,Western Asia,2010,Population mid-year estimates (millions),232.4265
145,Western Asia,2017,Population mid-year estimates (millions),266.7037
145,Western Asia,2017,Surface area (thousand km2),4831
145,Western Asia,2019,Population mid-year estimates (millions),275.3248
150,Europe,2005,Population mid-year estimates (millions),729.2878
150,Europe,2010,Population mid-year estimates (millions),736.413
150,Europe,2017,Population mid-year estimates (millions),745.4147
150,Europe,2017,Surface area (thousand km2),23049
150,Europe,2019,Population mid-year estimates (millions),747.1828
151,Eastern Europe,2005,Population mid-year estimates (millions),297.5005
151,Eastern Europe,2010,Population mid-year estimates (millions),294.8729
151,Eastern Europe,2017,Population mid-year estimates (millions),294.0561
151,Eastern Europe,2017,Surface area (thousand km2),18814
151,Eastern Europe,2019,Population mid-year estimates (millions),293.4449
154,Northern Europe,2005,Population mid-year estimates (millions),96.3074
154,Northern Europe,2010,Population mid-year estimates (millions),100.3983
154,Northern Europe,2017,Population mid-year estimates (millions),104.6765
154,Northern Europe,2017,Surface area (thousand km2),1810
154,Northern Europe,2019,Population mid-year estimates (millions),105.7685
39,Southern Europe,2005,Population mid-year estimates (millions),149.6761
39,Southern Europe,2010,Population mid-year estimates (millions),153.0155
39,Southern Europe,2017,Population mid-year estimates (millions),152.7964
39,Southern Europe,2017,Surface area (thousand km2),1317
39,Southern Europe,2019,Population mid-year estimates (millions),152.4469
155,Western Europe,2005,Population mid-year estimates (millions),185.8038
155,Western Europe,2010,Population mid-year estimates (millions),188.1263
155,Western Europe,2017,Population mid-year estimates (millions),193.8858
155,Western Europe,2017,Surface area (thousand km2),1108
155,Western Europe,2019,Population mid-year estimates (millions),195.5224
9,Oceania,2005,Population mid-year estimates (millions),33.6902
9,Oceania,2010,Population mid-year estimates (millions),36.8731
9,Oceania,2017,Population mid-year estimates (millions),41.0065
9,Oceania,2017,Surface area (thousand km2),8564
9,Oceania,2019,Population mid-year estimates (millions),42.128
53,Australia and New Zealand,2005,Population mid-year estimates (millions),24.3139
53,Australia and New Zealand,2010,Population mid-year estimates (millions),26.5247
53,Australia and New Zealand,2017,Population mid-year estimates (millions),29.2867
53,Australia and New Zealand,2017,Surface area (thousand km2),8012
53,Australia and New Zealand,2019,Population mid-year estimates (millions),29.9863
54,Melanesia,2005,Population mid-year estimates (millions),8.2321
54,Melanesia,2010,Population mid-year estimates (millions),9.1879
54,Melanesia,2017,Population mid-year estimates (millions),10.5142
54,Melanesia,2017,Surface area (thousand km2),541
54,Melanesia,2019,Population mid-year estimates (millions),10.9185
57,Micronesia,2005,Population mid-year estimates (millions),0.4983
57,Micronesia,2010,Population mid-year estimates (millions),0.5036
57,Micronesia,2017,Population mid-year estimates (millions),0.5329
57,Micronesia,2017,Surface area (thousand km2),3
57,Micronesia,2019,Population mid-year estimates (millions),0.5435
61,Polynesia,2005,Population mid-year estimates (millions),0.6459
61,Polynesia,2010,Population mid-year estimates (millions),0.6568
61,Polynesia,2017,Population mid-year estimates (millions),0.6728
61,Polynesia,2017,Surface area (thousand km2),8
61,Polynesia,2019,Population mid-year estimates (millions),0.6798
4,Afghanistan,2005,Population mid-year estimates (millions),25.6543
4,Afghanistan,2010,Population mid-year estimates (millions),29.1855
4,Afghanistan,2017,Population mid-year estimates (millions),36.2961
4,Afghanistan,2017,Surface area (thousand km2),652.864
4,Afghanistan,2019,Population mid-year estimates (millions),38.0418
8,Albania,2005,Population mid-year estimates (millions),3.0868
8,Albania,2010,Population mid-year estimates (millions),2.948
8,Albania,2017,Population mid-year estimates (millions),2.8842
8,Albania,2017,Surface area (thousand km2),28.748
8,Albania,2019,Population mid-year estimates (millions),2.8809
12,Algeria,2005,Population mid-year estimates (millions),33.1497
12,Algeria,2010,Population mid-year estimates (millions),35.9775
12,Algeria,2017,Population mid-year estimates (millions),41.3892
12,Algeria,2017,Surface area (thousand km2),2381.741
12,Algeria,2019,Population mid-year estimates (millions),43.0531
16,American Samoa,2000,Population mid-year estimates (millions),0.0575
16,American Samoa,2005,Population mid-year estimates (millions),0.0591
16,American Samoa,2010,Population mid-year estimates (millions),0.0556
16,American Samoa,2016,Population mid-year estimates (millions),0.0556
16,American Samoa,2017,Population mid-year estimates (millions),0.0556
16,American Samoa,2017,Surface area (thousand km2),0.199
16,American Samoa,2019,Population mid-year estimates (millions),0.0553
20,Andorra,2005,Population mid-year estimates (millions),0.0789
20,Andorra,2010,Population mid-year estimates (millions),0.0844
20,Andorra,2016,Population mid-year estimates (millions),0.0773
20,Andorra,2017,Population mid-year estimates (millions),0.077
20,Andorra,2017,Surface area (thousand km2),0.468
20,Andorra,2019,Population mid-year estimates (millions),0.0771
24,Angola,2005,Population mid-year estimates (millions),19.4336
24,Angola,2010,Population mid-year estimates (millions),23.3562
24,Angola,2017,Population mid-year estimates (millions),29.8168
24,Angola,2017,Surface area (thousand km2),1246.7
24,Angola,2019,Population mid-year estimates (millions),31.8253
660,Anguilla,2001,Population mid-year estimates (millions),0.0114
660,Anguilla,2005,Population mid-year estimates (millions),0.0126
660,Anguilla,2010,Population mid-year estimates (millions),0.0138
660,Anguilla,2011,Population mid-year estimates (millions),0.014
660,Anguilla,2017,Population mid-year estimates (millions),0.0149
660,Anguilla,2017,Surface area (thousand km2),0.091
660,Anguilla,2019,Population mid-year estimates (millions),0.0149
28,Antigua and Barbuda,2005,Population mid-year estimates (millions),0.0815
28,Antigua and Barbuda,2010,Population mid-year estimates (millions),0.088
28,Antigua and Barbuda,2017,Population mid-year estimates (millions),0.0954
28,Antigua and Barbuda,2017,Surface area (thousand km2),0.442
28,Antigua and Barbuda,2019,Population mid-year estimates (millions),0.0971
32,Argentina,2005,Population mid-year estimates (millions),38.8929
32,Argentina,2010,Population mid-year estimates (millions),40.8958
32,Argentina,2017,Population mid-year estimates (millions),43.9371
32,Argentina,2017,Surface area (thousand km2),2780.4
32,Argentina,2019,Population mid-year estimates (millions),44.7807
51,Armenia,2005,Population mid-year estimates (millions),2.9813
51,Armenia,2010,Population mid-year estimates (millions),2.8773
51,Armenia,2017,Population mid-year estimates (millions),2.9448
51,Armenia,2017,Surface area (thousand km2),29.743
51,Armenia,2019,Population mid-year estimates (millions),2.9577
533,Aruba,2005,Population mid-year estimates (millions),0.1
533,Aruba,2010,Population mid-year estimates (millions),0.1017
533,Aruba,2017,Population mid-year estimates (millions),0.1054
533,Aruba,2017,Surface area (thousand km2),0.18
533,Aruba,2019,Population mid-year estimates (millions),0.1063
36,Australia,2005,Population mid-year estimates (millions),20.1785
36,Australia,2010,Population mid-year estimates (millions),22.1547
36,Australia,2017,Population mid-year estimates (millions),24.5846
36,Australia,2017,Surface area (thousand km2),7692.06
36,Australia,2019,Population mid-year estimates (millions),25.2032
40,Austria,2005,Population mid-year estimates (millions),8.2537
40,Austria,2010,Population mid-year estimates (millions),8.4099
40,Austria,2017,Population mid-year estimates (millions),8.8199
40,Austria,2017,Surface area (thousand km2),83.871
40,Austria,2019,Population mid-year estimates (millions),8.9551
31,Azerbaijan,2005,Population mid-year estimates (millions),8.5386
31,Azerbaijan,2010,Population mid-year estimates (millions),9.0325
31,Azerbaijan,2017,Population mid-year estimates (millions),9.8453
31,Azerbaijan,2017,Surface area (thousand km2),86.6
31,Azerbaijan,2019,Population mid-year estimates (millions),10.0477
44,Bahamas,2005,Population mid-year estimates (millions),0.3249
44,Bahamas,2010,Population mid-year estimates (millions),0.3549
44,Bahamas,2017,Population mid-year estimates (millions),0.3818
44,Bahamas,2017,Surface area (thousand km2),13.94
44,Bahamas,2019,Population mid-year estimates (millions),0.3895
48,Bahrain,2005,Population mid-year estimates (millions),0.8892
48,Bahrain,2010,Population mid-year estimates (millions),1.2409
48,Bahrain,2017,Population mid-year estimates (millions),1.4941
48,Bahrain,2017,Surface area (thousand km2),0.771
48,Bahrain,2019,Population mid-year estimates (millions),1.6412
50,Bangladesh,2005,Population mid-year estimates (millions),139.0355
50,Bangladesh,2010,Population mid-year estimates (millions),147.5754
50,Bangladesh,2017,Population mid-year estimates (millions),159.6854
50,Bangladesh,2017,Surface area (thousand km2),147.57
50,Bangladesh,2019,Population mid-year estimates (millions),163.0462
52,Barbados,2005,Population mid-year estimates (millions),0.2763
52,Barbados,2010,Population mid-year estimates (millions),0.2821
52,Barbados,2017,Population mid-year estimates (millions),0.2862
52,Barbados,2017,Surface area (thousand km2),0.431
52,Barbados,2019,Population mid-year estimates (millions),0.287
112,Belarus,2005,Population mid-year estimates (millions),9.5621
112,Belarus,2010,Population mid-year estimates (millions),9.4206
112,Belarus,2017,Population mid-year estimates (millions),9.4502
112,Belarus,2017,Surface area (thousand km2),207.6
112,Belarus,2019,Population mid-year estimates (millions),9.4524
56,Belgium,2005,Population mid-year estimates (millions),10.5469
56,Belgium,2010,Population mid-year estimates (millions),10.9387
56,Belgium,2017,Population mid-year estimates (millions),11.4197
56,Belgium,2017,Surface area (thousand km2),30.528
56,Belgium,2019,Population mid-year estimates (millions),11.5393
84,Belize,2005,Population mid-year estimates (millions),0.2838
84,Belize,2010,Population mid-year estimates (millions),0.3225
84,Belize,2017,Population mid-year estimates (millions),0.3758
84,Belize,2017,Surface area (thousand km2),22.966
84,Belize,2019,Population mid-year estimates (millions),0.3904
204,Benin,2005,Population mid-year estimates (millions),7.9822
204,Benin,2010,Population mid-year estimates (millions),9.1993
204,Benin,2017,Population mid-year estimates (millions),11.1752
204,Benin,2017,Surface area (thousand km2),114.763
204,Benin,2019,Population mid-year estimates (millions),11.8012
60,Bermuda,2005,Population mid-year estimates (millions),0.0651
60,Bermuda,2010,Population mid-year estimates (millions),0.064
60,Bermuda,2017,Population mid-year estimates (millions),0.0613
60,Bermuda,2017,Surface area (thousand km2),0.053
60,Bermuda,2019,Population mid-year estimates (millions),0.0625
64,Bhutan,2005,Population mid-year estimates (millions),0.6487
64,Bhutan,2010,Population mid-year estimates (millions),0.6855
64,Bhutan,2017,Population mid-year estimates (millions),0.7456
64,Bhutan,2017,Surface area (thousand km2),38.394
64,Bhutan,2019,Population mid-year estimates (millions),0.7631
68,Bolivia (Plurin. State of),2005,Population mid-year estimates (millions),9.2323
68,Bolivia (Plurin. State of),2010,Population mid-year estimates (millions),10.0486
68,Bolivia (Plurin. State of),2017,Population mid-year estimates (millions),11.1929
68,Bolivia (Plurin. State of),2017,Surface area (thousand km2),1098.581
68,Bolivia (Plurin. State of),2019,Population mid-year estimates (millions),11.5131
535,"Bonaire, St. Eustatius & Saba",2005,Population mid-year estimates (millions),0.0144
535,"Bonaire, St. Eustatius & Saba",2010,Population mid-year estimates (millions),0.0209
535,"Bonaire, St. Eustatius & Saba",2019,Population mid-year estimates (millions),0.026
70,Bosnia and Herzegovina,2005,Population mid-year estimates (millions),3.7653
70,Bosnia and Herzegovina,2010,Population mid-year estimates (millions),3.7055
70,Bosnia and Herzegovina,2017,Population mid-year estimates (millions),3.3515
70,Bosnia and Herzegovina,2017,Surface area (thousand km2),51.209
70,Bosnia and Herzegovina,2019,Population mid-year estimates (millions),3.301
72,Botswana,2005,Population mid-year estimates (millions),1.7991
72,Botswana,2010,Population mid-year estimates (millions),1.9871
72,Botswana,2017,Population mid-year estimates (millions),2.2051
72,Botswana,2017,Surface area (thousand km2),582
72,Botswana,2019,Population mid-year estimates (millions),2.3037
76,Brazil,2005,Population mid-year estimates (millions),186.1271
76,Brazil,2010,Population mid-year estimates (millions),195.7136
76,Brazil,2017,Population mid-year estimates (millions),207.8338
76,Brazil,2017,Surface area (thousand km2),8515.767
76,Brazil,2019,Population mid-year estimates (millions),211.0495
92,British Virgin Islands,2001,Population mid-year estimates (millions),0.0211
92,British Virgin Islands,2005,Population mid-year estimates (millions),0.0232
92,British Virgin Islands,2010,Population mid-year estimates (millions),0.0272
92,British Virgin Islands,2017,Population mid-year estimates (millions),0.0312
92,British Virgin Islands,2017,Surface area (thousand km2),0.151
92,British Virgin Islands,2019,Population mid-year estimates (millions),0.03
96,Brunei Darussalam,2005,Population mid-year estimates (millions),0.3651
96,Brunei Darussalam,2010,Population mid-year estimates (millions),0.3886
96,Brunei Darussalam,2017,Population mid-year estimates (millions),0.4245
96,Brunei Darussalam,2017,Surface area (thousand km2),5.765
96,Brunei Darussalam,2019,Population mid-year estimates (millions),0.4333
100,Bulgaria,2005,Population mid-year estimates (millions),7.687
100,Bulgaria,2010,Population mid-year estimates (millions),7.425
100,Bulgaria,2017,Population mid-year estimates (millions),7.1024
100,Bulgaria,2017,Surface area (thousand km2),111.002
100,Bulgaria,2019,Population mid-year estimates (millions),7.0001
854,Burkina Faso,2005,Population mid-year estimates (millions),13.4219
854,Burkina Faso,2010,Population mid-year estimates (millions),15.6052
854,Burkina Faso,2017,Population mid-year estimates (millions),19.1932
854,Burkina Faso,2017,Surface area (thousand km2),272.967
854,Burkina Faso,2019,Population mid-year estimates (millions),20.3214
108,Burundi,2005,Population mid-year estimates (millions),7.3649
108,Burundi,2010,Population mid-year estimates (millions),8.6756
108,Burundi,2017,Population mid-year estimates (millions),10.827
108,Burundi,2017,Surface area (thousand km2),27.83
108,Burundi,2019,Population mid-year estimates (millions),11.5306
132,Cabo Verde,2005,Population mid-year estimates (millions),0.463
132,Cabo Verde,2010,Population mid-year estimates (millions),0.4927
132,Cabo Verde,2017,Population mid-year estimates (millions),0.5375
132,Cabo Verde,2017,Surface area (thousand km2),4.033
132,Cabo Verde,2019,Population mid-year estimates (millions),0.5499
116,Cambodia,2005,Population mid-year estimates (millions),13.2734
116,Cambodia,2010,Population mid-year estimates (millions),14.3122
116,Cambodia,2017,Population mid-year estimates (millions),16.0094
116,Cambodia,2017,Surface area (thousand km2),181.035
116,Cambodia,2019,Population mid-year estimates (millions),16.4865
120,Cameroon,2005,Population mid-year estimates (millions),17.7334
120,Cameroon,2010,Population mid-year estimates (millions),20.3412
120,Cameroon,2017,Population mid-year estimates (millions),24.5661
120,Cameroon,2017,Surface area (thousand km2),475.65
120,Cameroon,2019,Population mid-year estimates (millions),25.8764
124,Canada,2005,Population mid-year estimates (millions),32.1643
124,Canada,2010,Population mid-year estimates (millions),34.1476
