Region,CountryName,Year,Series,Value
498,Republic of Moldova,2017,Surface area (thousand km2),33.846
498,Republic of Moldova,2019,Population mid-year estimates (millions),4.0433
638,Réunion,2005,Population mid-year estimates (millions),0.7916
638,Réunion,2010,Population mid-year estimates (millions),0.8305
638,Réunion,2017,Population mid-year estimates (millions),0.8761
638,Réunion,2017,Surface area (thousand km2),2.513
638,Réunion,2019,Population mid-year estimates (millions),0.8889
642,Romania,2005,Population mid-year estimates (millions),21.4173
642,Romania,2010,Population mid-year estimates (millions),20.4719
642,Romania,2017,Population mid-year estimates (millions),19.654
642,Romania,2017,Surface area (thousand km2),238.3907
642,Romania,2019,Population mid-year estimates (millions),19.3646
643,Russian Federation,2005,Population mid-year estimates (millions),143.6721
643,Russian Federation,2010,Population mid-year estimates (millions),143.4793
643,Russian Federation,2017,Population mid-year estimates (millions),145.5301
643,Russian Federation,2017,Surface area (thousand km2),17098.246
643,Russian Federation,2019,Population mid-year estimates (millions),145.8723
646,Rwanda,2005,Population mid-year estimates (millions),8.8402
646,Rwanda,2010,Population mid-year estimates (millions),10.0393
646,Rwanda,2017,Population mid-year estimates (millions),11.981
646,Rwanda,2017,Surface area (thousand km2),26.338
646,Rwanda,2019,Population mid-year estimates (millions),12.627
652,Saint Barthélemy,2005,Population mid-year estimates (millions),0.0086
652,Saint Barthélemy,2010,Population mid-year estimates (millions),0.0092
652,Saint Barthélemy,2019,Population mid-year estimates (millions),0.0098
654,Saint Helena,2005,Population mid-year estimates (millions),0.0043
654,Saint Helena,2010,Population mid-year estimates (millions),0.0042
654,Saint Helena,2017,Population mid-year estimates (millions),0.004
654,Saint Helena,2017,Surface area (thousand km2),0.308
654,Saint Helena,2019,Population mid-year estimates (millions),0.0061
659,Saint Kitts and Nevis,2000,Population mid-year estimates (millions),0.0454
659,Saint Kitts and Nevis,2005,Population mid-year estimates (millions),0.0486
659,Saint Kitts and Nevis,2010,Population mid-year estimates (millions),0.0514
659,Saint Kitts and Nevis,2011,Population mid-year estimates (millions),0.052
659,Saint Kitts and Nevis,2017,Population mid-year estimates (millions),0.0553
659,Saint Kitts and Nevis,2017,Surface area (thousand km2),0.261
659,Saint Kitts and Nevis,2019,Population mid-year estimates (millions),0.0528
662,Saint Lucia,2005,Population mid-year estimates (millions),0.1634
662,Saint Lucia,2010,Population mid-year estimates (millions),0.1741
662,Saint Lucia,2017,Population mid-year estimates (millions),0.181
662,Saint Lucia,2017,Surface area (thousand km2),0.539
662,Saint Lucia,2019,Population mid-year estimates (millions),0.1828
663,Saint Martin (French part),2005,Population mid-year estimates (millions),0.0342
663,Saint Martin (French part),2010,Population mid-year estimates (millions),0.0376
663,Saint Martin (French part),2019,Population mid-year estimates (millions),0.038
666,Saint Pierre and Miquelon,2005,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2006,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2010,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2017,Population mid-year estimates (millions),0.0063
666,Saint Pierre and Miquelon,2017,Surface area (thousand km2),0.242
666,Saint Pierre and Miquelon,2019,Population mid-year estimates (millions),0.0058
670,Saint Vincent & Grenadines,2005,Population mid-year estimates (millions),0.1086
670,Saint Vincent & Grenadines,2010,Population mid-year estimates (millions),0.1083
670,Saint Vincent & Grenadines,2017,Population mid-year estimates (millions),0.1098
670,Saint Vincent & Grenadines,2017,Surface area (thousand km2),0.389
670,Saint Vincent & Grenadines,2019,Population mid-year estimates (millions),0.1106
882,Samoa,2005,Population mid-year estimates (millions),0.1797
882,Samoa,2010,Population mid-year estimates (millions),0.1859
882,Samoa,2017,Population mid-year estimates (millions),0.1954
882,Samoa,2017,Surface area (thousand km2),2.8418
882,Samoa,2019,Population mid-year estimates (millions),0.1971
674,San Marino,2004,Population mid-year estimates (millions),0.0289
674,San Marino,2005,Population mid-year estimates (millions),0.0292
674,San Marino,2010,Population mid-year estimates (millions),0.0311
674,San Marino,2015,Population mid-year estimates (millions),0.033
674,San Marino,2015,Surface area (thousand km2),0.061
674,San Marino,2017,Population mid-year estimates (millions),0.0334
674,San Marino,2017,Surface area (thousand km2),0.061
674,San Marino,2019,Population mid-year estimates (millions),0.0339
678,Sao Tome and Principe,2005,Population mid-year estimates (millions),0.1575
678,Sao Tome and Principe,2010,Population mid-year estimates (millions),0.1804
678,Sao Tome and Principe,2017,Population mid-year estimates (millions),0.2071
678,Sao Tome and Principe,2017,Surface area (thousand km2),0.964
678,Sao Tome and Principe,2019,Population mid-year estimates (millions),0.2151
682,Saudi Arabia,2005,Population mid-year estimates (millions),23.8162
682,Saudi Arabia,2010,Population mid-year estimates (millions),27.4215
682,Saudi Arabia,2017,Population mid-year estimates (millions),33.1012
682,Saudi Arabia,2017,Surface area (thousand km2),2206.714
682,Saudi Arabia,2019,Population mid-year estimates (millions),34.2685
686,Senegal,2005,Population mid-year estimates (millions),11.0901
686,Senegal,2010,Population mid-year estimates (millions),12.6781
686,Senegal,2017,Population mid-year estimates (millions),15.4194
686,Senegal,2017,Surface area (thousand km2),196.712
686,Senegal,2019,Population mid-year estimates (millions),16.2964
688,Serbia,2005,Population mid-year estimates (millions),9.1938
688,Serbia,2010,Population mid-year estimates (millions),8.9913
688,Serbia,2017,Population mid-year estimates (millions),8.8296
688,Serbia,2017,Surface area (thousand km2),88.499
688,Serbia,2019,Population mid-year estimates (millions),8.7722
690,Seychelles,2005,Population mid-year estimates (millions),0.0886
690,Seychelles,2010,Population mid-year estimates (millions),0.0913
690,Seychelles,2017,Population mid-year estimates (millions),0.0964
690,Seychelles,2017,Surface area (thousand km2),0.457
690,Seychelles,2019,Population mid-year estimates (millions),0.0977
694,Sierra Leone,2005,Population mid-year estimates (millions),5.6456
694,Sierra Leone,2010,Population mid-year estimates (millions),6.4156
694,Sierra Leone,2017,Population mid-year estimates (millions),7.4884
694,Sierra Leone,2017,Surface area (thousand km2),72.3
694,Sierra Leone,2019,Population mid-year estimates (millions),7.8132
702,Singapore,2005,Population mid-year estimates (millions),4.2657
702,Singapore,2010,Population mid-year estimates (millions),5.1312
702,Singapore,2017,Population mid-year estimates (millions),5.708
702,Singapore,2017,Surface area (thousand km2),0.719
702,Singapore,2019,Population mid-year estimates (millions),5.8043
534,Sint Maarten (Dutch part),2005,Population mid-year estimates (millions),0.0325
534,Sint Maarten (Dutch part),2010,Population mid-year estimates (millions),0.0331
534,Sint Maarten (Dutch part),2013,Population mid-year estimates (millions),0.0364
534,Sint Maarten (Dutch part),2013,Surface area (thousand km2),0.034
534,Sint Maarten (Dutch part),2014,Population mid-year estimates (millions),0.0377
534,Sint Maarten (Dutch part),2014,Surface area (thousand km2),0.034
534,Sint Maarten (Dutch part),2017,Population mid-year estimates (millions),0.0401
534,Sint Maarten (Dutch part),2017,Surface area (thousand km2),0.034
534,Sint Maarten (Dutch part),2019,Population mid-year estimates (millions),0.0424
703,Slovakia,2005,Population mid-year estimates (millions),5.399
703,Slovakia,2010,Population mid-year estimates (millions),5.4043
703,Slovakia,2017,Population mid-year estimates (millions),5.4479
703,Slovakia,2017,Surface area (thousand km2),49.035
703,Slovakia,2019,Population mid-year estimates (millions),5.457
705,Slovenia,2005,Population mid-year estimates (millions),1.995
705,Slovenia,2010,Population mid-year estimates (millions),2.0433
705,Slovenia,2017,Population mid-year estimates (millions),2.0764
705,Slovenia,2017,Surface area (thousand km2),20.273
705,Slovenia,2019,Population mid-year estimates (millions),2.0787
90,Solomon Islands,2005,Population mid-year estimates (millions),0.4699
90,Solomon Islands,2010,Population mid-year estimates (millions),0.5279
90,Solomon Islands,2017,Population mid-year estimates (millions),0.636
90,Solomon Islands,2017,Surface area (thousand km2),28.896
90,Solomon Islands,2019,Population mid-year estimates (millions),0.6698
706,Somalia,2005,Population mid-year estimates (millions),10.4469
706,Somalia,2010,Population mid-year estimates (millions),12.0439
706,Somalia,2017,Population mid-year estimates (millions),14.5892
706,Somalia,2017,Surface area (thousand km2),637.657
706,Somalia,2019,Population mid-year estimates (millions),15.4429
710,South Africa,2005,Population mid-year estimates (millions),47.8806
710,South Africa,2010,Population mid-year estimates (millions),51.217
710,South Africa,2017,Population mid-year estimates (millions),57.0098
710,South Africa,2017,Surface area (thousand km2),1221.037
710,South Africa,2019,Population mid-year estimates (millions),58.5583
728,South Sudan,2005,Population mid-year estimates (millions),7.5359
728,South Sudan,2010,Population mid-year estimates (millions),9.5084
728,South Sudan,2017,Population mid-year estimates (millions),10.9108
728,South Sudan,2017,Surface area (thousand km2),658.841
728,South Sudan,2019,Population mid-year estimates (millions),11.0621
724,Spain,2005,Population mid-year estimates (millions),44.0191
724,Spain,2010,Population mid-year estimates (millions),46.931
724,Spain,2017,Population mid-year estimates (millions),46.6474
724,Spain,2017,Surface area (thousand km2),505.944
724,Spain,2019,Population mid-year estimates (millions),46.7368
144,Sri Lanka,2005,Population mid-year estimates (millions),19.545
144,Sri Lanka,2010,Population mid-year estimates (millions),20.2617
144,Sri Lanka,2017,Population mid-year estimates (millions),21.128
144,Sri Lanka,2017,Surface area (thousand km2),65.61
144,Sri Lanka,2019,Population mid-year estimates (millions),21.3237
275,State of Palestine,2005,Population mid-year estimates (millions),3.578
275,State of Palestine,2010,Population mid-year estimates (millions),4.0556
275,State of Palestine,2017,Population mid-year estimates (millions),4.7472
275,State of Palestine,2017,Surface area (thousand km2),6.02
275,State of Palestine,2019,Population mid-year estimates (millions),4.9814
729,Sudan,2005,Population mid-year estimates (millions),30.9495
729,Sudan,2010,Population mid-year estimates (millions),34.545
729,Sudan,2019,Population mid-year estimates (millions),42.8132
740,Suriname,2005,Population mid-year estimates (millions),0.4995
740,Suriname,2010,Population mid-year estimates (millions),0.5291
740,Suriname,2017,Population mid-year estimates (millions),0.5705
740,Suriname,2017,Surface area (thousand km2),163.82
740,Suriname,2019,Population mid-year estimates (millions),0.5814
752,Sweden,2005,Population mid-year estimates (millions),9.0386
752,Sweden,2010,Population mid-year estimates (millions),9.3902
752,Sweden,2017,Population mid-year estimates (millions),9.9049
752,Sweden,2017,Surface area (thousand km2),438.574
752,Sweden,2019,Population mid-year estimates (millions),10.0364
756,Switzerland,2005,Population mid-year estimates (millions),7.3868
756,Switzerland,2010,Population mid-year estimates (millions),7.8087
756,Switzerland,2017,Population mid-year estimates (millions),8.4558
756,Switzerland,2017,Surface area (thousand km2),41.291
756,Switzerland,2019,Population mid-year estimates (millions),8.5914
760,Syrian Arab Republic,2005,Population mid-year estimates (millions),18.3612
760,Syrian Arab Republic,2010,Population mid-year estimates (millions),21.3625
760,Syrian Arab Republic,2017,Population mid-year estimates (millions),17.0957
760,Syrian Arab Republic,2017,Surface area (thousand km2),185.18
760,Syrian Arab Republic,2019,Population mid-year estimates (millions),17.0701
762,Tajikistan,2005,Population mid-year estimates (millions),6.7893
762,Tajikistan,2010,Population mid-year estimates (millions),7.5274
762,Tajikistan,2017,Population mid-year estimates (millions),8.8803
762,Tajikistan,2017,Surface area (thousand km2),142.6
762,Tajikistan,2019,Population mid-year estimates (millions),9.321
764,Thailand,2005,Population mid-year estimates (millions),65.4162
764,Thailand,2010,Population mid-year estimates (millions),67.195
764,Thailand,2017,Population mid-year estimates (millions),69.2098
764,Thailand,2017,Surface area (thousand km2),513.12
764,Thailand,2019,Population mid-year estimates (millions),69.6256
626,Timor-Leste,2005,Population mid-year estimates (millions),0.9951
626,Timor-Leste,2010,Population mid-year estimates (millions),1.0935
626,Timor-Leste,2017,Population mid-year estimates (millions),1.2433
626,Timor-Leste,2017,Surface area (thousand km2),14.919
626,Timor-Leste,2019,Population mid-year estimates (millions),1.2931
768,Togo,2005,Population mid-year estimates (millions),5.6116
768,Togo,2010,Population mid-year estimates (millions),6.4217
768,Togo,2017,Population mid-year estimates (millions),7.6985
768,Togo,2017,Surface area (thousand km2),56.785
768,Togo,2019,Population mid-year estimates (millions),8.0824
772,Tokelau,2001,Population mid-year estimates (millions),0.0015
772,Tokelau,2005,Population mid-year estimates (millions),0.0012
772,Tokelau,2006,Population mid-year estimates (millions),0.0012
772,Tokelau,2010,Population mid-year estimates (millions),0.0011
772,Tokelau,2016,Population mid-year estimates (millions),0.0013
772,Tokelau,2017,Population mid-year estimates (millions),0.0013
772,Tokelau,2017,Surface area (thousand km2),0.012
772,Tokelau,2019,Population mid-year estimates (millions),0.0013
776,Tonga,2005,Population mid-year estimates (millions),0.1009
776,Tonga,2010,Population mid-year estimates (millions),0.104
776,Tonga,2017,Population mid-year estimates (millions),0.102
776,Tonga,2017,Surface area (thousand km2),0.747
776,Tonga,2019,Population mid-year estimates (millions),0.1045
780,Trinidad and Tobago,2005,Population mid-year estimates (millions),1.2965
780,Trinidad and Tobago,2010,Population mid-year estimates (millions),1.3281
780,Trinidad and Tobago,2017,Population mid-year estimates (millions),1.3841
780,Trinidad and Tobago,2017,Surface area (thousand km2),5.127
780,Trinidad and Tobago,2019,Population mid-year estimates (millions),1.395
788,Tunisia,2005,Population mid-year estimates (millions),10.1068
788,Tunisia,2010,Population mid-year estimates (millions),10.6352
788,Tunisia,2017,Population mid-year estimates (millions),11.4334
788,Tunisia,2017,Surface area (thousand km2),163.61
788,Tunisia,2019,Population mid-year estimates (millions),11.6947
792,Turkey,2005,Population mid-year estimates (millions),67.9035
792,Turkey,2010,Population mid-year estimates (millions),72.327
792,Turkey,2017,Population mid-year estimates (millions),81.1165
792,Turkey,2017,Surface area (thousand km2),783.562
792,Turkey,2019,Population mid-year estimates (millions),83.4296
795,Turkmenistan,2005,Population mid-year estimates (millions),4.7546
795,Turkmenistan,2010,Population mid-year estimates (millions),5.0872
795,Turkmenistan,2017,Population mid-year estimates (millions),5.7577
795,Turkmenistan,2017,Surface area (thousand km2),488.1
795,Turkmenistan,2019,Population mid-year estimates (millions),5.9421
796,Turks and Caicos Islands,2001,Population mid-year estimates (millions),0.0202
796,Turks and Caicos Islands,2005,Population mid-year estimates (millions),0.0264
796,Turks and Caicos Islands,2010,Population mid-year estimates (millions),0.031
796,Turks and Caicos Islands,2017,Population mid-year estimates (millions),0.0354
796,Turks and Caicos Islands,2017,Surface area (thousand km2),0.9482
796,Turks and Caicos Islands,2019,Population mid-year estimates (millions),0.0382
798,Tuvalu,2002,Population mid-year estimates (millions),0.0096
798,Tuvalu,2005,Population mid-year estimates (millions),0.01
798,Tuvalu,2010,Population mid-year estimates (millions),0.0105
798,Tuvalu,2016,Population mid-year estimates (millions),0.0111
798,Tuvalu,2017,Population mid-year estimates (millions),0.0112
798,Tuvalu,2017,Surface area (thousand km2),0.026
798,Tuvalu,2019,Population mid-year estimates (millions),0.0116
800,Uganda,2005,Population mid-year estimates (millions),27.6846
800,Uganda,2010,Population mid-year estimates (millions),32.4282
800,Uganda,2017,Population mid-year estimates (millions),41.1666
800,Uganda,2017,Surface area (thousand km2),241.55
800,Uganda,2019,Population mid-year estimates (millions),44.2696
804,Ukraine,2005,Population mid-year estimates (millions),46.8908
804,Ukraine,2010,Population mid-year estimates (millions),45.7921
804,Ukraine,2017,Population mid-year estimates (millions),44.4877
804,Ukraine,2017,Surface area (thousand km2),603.5
804,Ukraine,2019,Population mid-year estimates (millions),43.9936
784,United Arab Emirates,2005,Population mid-year estimates (millions),4.5882
784,United Arab Emirates,2010,Population mid-year estimates (millions),8.55
784,United Arab Emirates,2017,Population mid-year estimates (millions),9.4872
784,United Arab Emirates,2017,Surface area (thousand km2),83.6
784,United Arab Emirates,2019,Population mid-year estimates (millions),9.7705
826,United Kingdom,2005,Population mid-year estimates (millions),60.288
826,United Kingdom,2010,Population mid-year estimates (millions),63.4598
826,United Kingdom,2017,Population mid-year estimates (millions),66.7275
826,United Kingdom,2017,Surface area (thousand km2),242.495
826,United Kingdom,2019,Population mid-year estimates (millions),67.5302
834,United Rep. of Tanzania,2005,Population mid-year estimates (millions),38.4503
834,United Rep. of Tanzania,2010,Population mid-year estimates (millions),44.3465
834,United Rep. of Tanzania,2017,Population mid-year estimates (millions),54.6603
834,United Rep. of Tanzania,2017,Surface area (thousand km2),947.303
834,United Rep. of Tanzania,2019,Population mid-year estimates (millions),58.0055
840,United States of America,2005,Population mid-year estimates (millions),294.9935
840,United States of America,2010,Population mid-year estimates (millions),309.0115
840,United States of America,2017,Population mid-year estimates (millions),325.0848
840,United States of America,2017,Surface area (thousand km2),9833.5168
840,United States of America,2019,Population mid-year estimates (millions),329.0649
850,United States Virgin Islands,2005,Population mid-year estimates (millions),0.1078
850,United States Virgin Islands,2010,Population mid-year estimates (millions),0.1061
850,United States Virgin Islands,2017,Population mid-year estimates (millions),0.1048
850,United States Virgin Islands,2017,Surface area (thousand km2),0.347
850,United States Virgin Islands,2019,Population mid-year estimates (millions),0.1046
858,Uruguay,2005,Population mid-year estimates (millions),3.3218
858,Uruguay,2010,Population mid-year estimates (millions),3.3593
858,Uruguay,2017,Population mid-year estimates (millions),3.4366
858,Uruguay,2017,Surface area (thousand km2),173.626
858,Uruguay,2019,Population mid-year estimates (millions),3.4617
860,Uzbekistan,2005,Population mid-year estimates (millions),26.4278
860,Uzbekistan,2010,Population mid-year estimates (millions),28.5159
860,Uzbekistan,2017,Population mid-year estimates (millions),31.9598
860,Uzbekistan,2017,Surface area (thousand km2),448.969
860,Uzbekistan,2019,Population mid-year estimates (millions),32.9817
548,Vanuatu,2005,Population mid-year estimates (millions),0.2093
548,Vanuatu,2010,Population mid-year estimates (millions),0.2362
548,Vanuatu,2017,Population mid-year estimates (millions),0.2855
548,Vanuatu,2017,Surface area (thousand km2),12.189
548,Vanuatu,2019,Population mid-year estimates (millions),0.2999
862,Venezuela (Boliv. Rep. of),2005,Population mid-year estimates (millions),26.4324
862,Venezuela (Boliv. Rep. of),2010,Population mid-year estimates (millions),28.4399
862,Venezuela (Boliv. Rep. of),2017,Population mid-year estimates (millions),29.4025
862,Venezuela (Boliv. Rep. of),2017,Surface area (thousand km2),912.05
862,Venezuela (Boliv. Rep. of),2019,Population mid-year estimates (millions),28.5158
704,Viet Nam,2005,Population mid-year estimates (millions),83.8327
704,Viet Nam,2010,Population mid-year estimates (millions),87.9677
704,Viet Nam,2017,Population mid-year estimates (millions),94.6006
704,Viet Nam,2017,Surface area (thousand km2),330.967
704,Viet Nam,2019,Population mid-year estimates (millions),96.4621
876,Wallis and Futuna Islands,2003,Population mid-year estimates (millions),0.0147
876,Wallis and Futuna Islands,2005,Population mid-year estimates (millions),0.0146
876,Wallis and Futuna Islands,2008,Population mid-year estimates (millions),0.014
876,Wallis and Futuna Islands,2010,Population mid-year estimates (millions),0.0134
876,Wallis and Futuna Islands,2016,Population mid-year estimates (millions),0.0119
876,Wallis and Futuna Islands,2017,Population mid-year estimates (millions),0.0118
876,Wallis and Futuna Islands,2017,Surface area (thousand km2),0.142
876,Wallis and Futuna Islands,2019,Population mid-year estimates (millions),0.0114
732,Western Sahara,2005,Population mid-year estimates (millions),0.4375
732,Western Sahara,2010,Population mid-year estimates (millions),0.4803
732,Western Sahara,2017,Population mid-year estimates (millions),0.5526
732,Western Sahara,2017,Surface area (thousand km2),266
732,Western Sahara,2019,Population mid-year estimates (millions),0.5825
887,Yemen,2005,Population mid-year estimates (millions),20.1074
887,Yemen,2010,Population mid-year estimates (millions),23.1549
887,Yemen,2017,Population mid-year estimates (millions),27.8348
887,Yemen,2017,Surface area (thousand km2),527.968
887,Yemen,2019,Population mid-year estimates (millions),29.1619
894,Zambia,2005,Population mid-year estimates (millions),11.8562
894,Zambia,2010,Population mid-year estimates (millions),13.606
894,Zambia,2017,Population mid-year estimates (millions),16.8536
894,Zambia,2017,Surface area (thousand km2),752.612
894,Zambia,2019,Population mid-year estimates (millions),17.861
716,Zimbabwe,2005,Population mid-year estimates (millions),12.0767
716,Zimbabwe,2010,Population mid-year estimates (millions),12.6977
716,Zimbabwe,2017,Population mid-year estimates (millions),14.2366
716,Zimbabwe,2017,Surface area (thousand km2),390.757
716,Zimbabwe,2019,Population mid-year estimates (millions),14.6455
